,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
20130927,27466.729,26571.17,25536.546,25125.452,25209.845,26040.849,29753.991,34221.829,38581.174,39307.172,39465.32,39537.813,37108.797,36498.716,37321.797,37854.686,38120.036,37230.847,37571.218,41142.33,39649.078,35492.866,32728.604,29304.72
20130928,28151.049,26339.71,25225.001,24702.768,24432.978,24538.193,26284.445,29030.869,31221.619,31994.992,31851.218,32423.263,31357.316,29720.054,29086.031,29181.025,28998.163,29829.982,31162.295,35266.781,34288.791,30936.385,28999.974,26378.176
20130929,25544.233,23867.242,22895.794,22205.938,22095.191,22216.459,22979.484,23542.013,25194.259,26945.793,27839.165,28546.764,28269.359,26718.131,26326.487,26193.666,25947.047,26605.669,27854.815,32227.831,32401.074,30383.797,28482.974,26110.996
20130930,24039.247,23028.031,22469.253,22206.279,22374.271,23670.112,28352.383,33321.285,37965.195,39227.042,39545.17,39928.612,38092.778,38096.903,39075.601,39237.886,39022.523,38430.864,37831.893,40469.96,39467.636,36101.354,32967.744,29749.11
20131001,27182.805,25692.831,25033.879,24936.41,24903.172,25802.573,30086.121,34573.831,38626.632,39799.165,39733.639,39592.079,37177.659,36712.313,37897.474,38531,38418.507,37745.595,38132.781,41069.631,38898.575,35496.471,32497.397,29005.126
20131002,26653.937,25657.978,25091.408,24907.57,24873.381,25596.323,30216.792,34783.121,38870.202,40222.826,40262.041,40008.181,37390.709,37273.887,38082.041,38719.332,38431.676,37319.131,38062.431,41377.883,39089.552,35291.175,31764.619,28691.516
20131003,26602.262,25622.179,25179.357,25059.201,24993.002,25542.765,29754.4,34946.039,39331.617,40844.91,40506.767,39941.686,37539.791,37147.05,37757.735,38356.521,37991.787,37093.041,38351.636,41514.371,39051.771,35029.379,31645.714,28797.447
20131004,26764.2,25701.161,24968.415,24860.116,24751.148,25748.603,29873.503,35428.146,39403.408,41075.937,40841.311,40855.263,37934.303,37567.452,37884.002,38399.508,38132.176,37277.575,38540.066,41437.43,38491.56,35009.91,32073.826,29065.349
20131005,27170.268,25506.783,24598.718,24055.146,23921.566,24430.568,26412.675,29017.141,31140.759,32808.175,32701.058,32473.342,31355.752,29744.618,28881.017,29052.247,29276.119,29580.441,31753.885,35196.909,33456.8,30305.806,28273.067,26301.712
20131006,25333.617,23491.336,22441.835,21918.509,21671.283,21891.226,22656.337,23332.728,24763.087,26472.136,27049.089,27701.52,27499.884,26162.042,25400.527,25099.695,25320.344,25886.065,28005.548,31916.882,31635.911,29993.063,27892.045,25686.621
20131007,23706.412,22535.227,21883.396,21699.571,21883.916,23373.38,28334.147,33399.06,37832.681,39589.412,39585.884,39712.845,37509.667,37512.688,38310.775,38554.272,38565.925,37687.763,37946.079,40457.073,38187.153,35310.276,32064.264,29223.557
20131008,27155.832,25975.507,25299.756,25046.378,25018.979,25781.826,29807.702,34515.051,38762.39,40195.354,40242.355,40191.702,37783.893,37171.001,38046.107,38354.063,38529.852,37939.002,38369.558,40733.955,38037.272,35438.899,32264.787,29568.36
20131009,27811.868,26542.426,25955.782,25497.231,25705.936,26718.953,30919.349,35471.337,39819.74,41248.355,41074.938,41843.121,39479.362,39070.794,39901.337,39949.128,39760.228,39047.355,39280.802,41095.266,38889.261,36092.301,32869.86,29989.334
20131010,26483.817,25483.129,25012.54,24874.361,25003.275,25843.33,29907.632,34437.503,38476.977,39745.589,39907.382,40256.211,38119.414,37880.126,38763.682,38679.745,38701.885,38348.759,38602.919,40045.041,37857.653,35215.526,32135.57,29362.477
20131011,26926.217,25771.579,25172.459,24841.012,24980.094,25879.562,29470.961,34750.066,38264.596,40147.095,40319.453,40213.841,37839.425,36987.033,37603.669,37870.451,37751.506,37300.095,38130.929,39608.383,36797.703,34670.593,31922.846,28683.121
20131012,27003.477,25099.483,24313.377,23837.658,23607.003,24099.603,25637.828,28812.412,30581.91,32727.913,32823.456,32706.37,31239.169,28996.528,28406.899,28322.613,28808.233,29399.334,31676.182,34254.532,32168.564,29930.538,27939.758,25609.759
20131013,24296.038,22443.503,21337.24,20729.142,20705.259,21060.693,21724.88,22937.205,23704.675,25826.683,26576.744,27003.601,26687.886,25153.788,24770.909,24745.191,24536.987,25488.455,28046.121,31611.604,30514.246,28923.332,26889.891,24709.073
20131014,22885.115,21381.984,20923.339,20839.126,21322.469,22693.103,27339.781,33157.764,36803.852,39007.478,39231.258,39117.536,37054.006,36592.152,37579.992,37973.561,38343.705,37820.953,38529.656,40242.888,37547.597,34816.734,31649.907,28669.488
20131015,26444.218,25030.525,24425.349,24320.611,24366.24,25255.521,29054.98,34690.053,38101.232,39744.281,39756.59,39489.205,37185.058,36167.419,37226.975,37739.215,37825.718,37843.535,38986.42,41444.653,38109.69,35381.56,32338.493,29192.952
20131016,26328.827,25177.869,24635.201,24572.265,24568.399,25718.775,29589.765,34904.211,38325.232,39733.453,39502.581,39521.388,37195.024,36596.123,37698.83,38069.656,38171.633,36582.471,38420.779,40168.588,37292.658,35617.02,31971.429,28796.322
20131017,26831.971,25670.055,24968.659,24911.781,24959.931,26333.325,30181.616,35779.513,39429.362,40353.449,39932.071,39985.618,37392.631,36779.649,37648.538,37907.171,38200.719,37061.296,39199.619,41108.748,38253.135,36031.731,32683.532,29530.924
20131018,26997.61,25479.83,24892.878,24562.969,24634.541,26038.095,30110.42,35520.698,38910.79,39680.292,38985.358,38829.079,36520.339,35784.306,36518.755,37009.043,37440.546,36375.137,38839.759,40447.986,37996.381,35090.938,31830.79,28830.776
20131019,26850.58,25385.537,24572.964,23869.475,23705.148,24124.035,26592.754,29194.844,31071.229,32258.701,31664.503,31172.422,30120.676,28463.394,28085.03,27958.655,28341.527,29111.696,32428.948,34710.446,33025.362,30410.889,28323.286,26443.221
20131020,24756.338,23341.466,22388.462,21831.505,21667.378,21863.169,23074.062,24265.683,24926.276,26438.791,26751.418,27257.107,27119.663,25708.143,25304.397,25317.394,25328.387,25675.952,29084.743,31917.197,31321.267,29793.695,27797.678,25455.24
20131021,23483.41,22572.943,22091.856,21879.681,22118.782,23606.121,28412.839,34323.329,37929.57,39184.542,38685.227,38572.049,36744.379,36419.883,37344.728,37708.056,37991.153,37186.979,39207.473,40130.207,38340.237,35217.23,31953.67,29198.964
20131022,26367.956,25654.324,24741.159,24310.378,24405.322,25669.622,30091.487,35672.787,38937.844,40057.7,39400.804,38913.087,36980.134,36255.599,37309.848,38022.325,38490.703,37282.736,39716.811,41092.888,38799.774,35496.881,32431.248,29419.114
20131023,27084.978,26101.497,25422.563,25351.943,25527.33,26185.674,30668.83,35861.946,39613.26,40871.912,40540.627,40251.682,37686.769,37222.191,38055.317,38467.779,38367.095,38266.659,40468.235,41660.068,38896.982,35660.451,32708.085,29717.735
20131024,26611.571,25439.769,24884.29,24764.757,24755.803,25503.337,29734.539,35105.92,38909.416,40182.308,40042.162,39260.252,36846.165,36346.619,37426.631,37918.107,37805.433,37531.562,39890.849,41099.125,38069.228,35091.018,31927.781,29186.384
20131025,26500.769,25586.366,25002.731,24690.044,24779.715,25673.558,29439.2,34946.048,39170.905,40474.221,40552.64,40080.417,37976.086,37521.163,37641.545,38259.521,38081.324,37537.341,39743.866,40808.107,37589.099,34475.503,31596.878,29078.651
20131026,26608.267,25211.484,24564.119,24218.179,24114.535,24424.532,26490.974,29316.513,31399.727,32676.631,32848.068,32122.242,30553.153,28954.947,28582.834,28645.274,28688.099,29828.725,33066.423,35197.16,32599.072,30170.646,28025.36,25953.362
20131027,24714.271,23402.898,22441.46,22425.552,22111.877,22093.779,22344.443,23385.056,24208.671,25590.136,27127.435,27759.811,27793.705,27327.317,26053.258,25703.491,25503.095,25616.518,27102.962,30232.74,32007.458,30760.356,29101.104,27074.146
20131028,23860.287,22638.76,22011.849,21908.121,22180.967,23899.197,28051.534,33480.451,37981.659,39290.524,39493.804,38998.873,36668.954,36541.67,37903.552,38631.746,38550.588,39537.71,40811.154,40697.312,38336.434,35107.07,31324.842,28454.264
20131029,26300.273,25159.683,24681.622,24572.838,24674.021,25745.76,29498.632,34522.74,39525.704,40376.176,40495.708,39667.843,37109.594,36732.828,38046.992,38974.227,39273.087,40175.355,41340.351,41188.881,38437.528,35106.436,31196.153,28320.912
20131030,26504.102,25377.841,24658.697,24552.098,24674.982,25717.188,29249.537,34493.445,39250.229,40446.408,40311.749,39664.011,37204.354,36661.668,37904.963,38549.473,38822.766,38992.788,40743.146,40804.79,37771.702,34411.415,30810.979,27967.772
20131031,27032.263,25549.239,24689.132,24374.037,24524.889,25582.824,29060.225,34315.804,38275.004,39525.055,39408.403,38746.976,36593.19,35800.627,37292.682,38088.251,38665.561,39439.446,40665.246,40238.905,37328.543,34083.155,30273.46,27334.214
20131101,25100.955,23412.589,22156.145,21779.014,21332.956,21453.595,21672.979,22832.565,24839.646,26332.163,27442.897,27782.061,27643.078,26190.905,25759.786,25565.7,26922.797,30148.89,31924.842,31780.722,30700.979,28672.499,26238.518,23871.998
20131102,23402.835,21889.462,20808.116,20668.692,20713.319,21367.209,23038.141,25084.552,27318.989,28630.579,29110,29057.063,28656.515,27381.18,26917.39,27024.229,28872.316,32662.284,33742.266,33580.811,31451.091,29214.864,27056.744,25172.842
20131103,23395.162,21823.013,20906.689,20505.658,20405.883,20561.912,21270.279,21862.439,23478.767,25119.835,26323.184,27100.231,27363.554,25876.55,25321.668,25180.206,26623.448,30154.548,31237.875,31303.102,30514.963,28772.452,26748.793,24488.634
20131104,23000.946,21678.966,20993.747,20960.086,21202.342,22643.673,27213.284,32276.754,37284.221,38357.817,38176.033,38130.754,36370.859,36011.535,37453.257,37903.412,39508.542,42346.55,42010.232,40360.797,38166.515,35379.291,32076.68,29369.635
20131105,27041.332,25900.243,24991.957,24908.625,24961.345,26040.355,29607.836,33895.664,38359.884,39277.72,39052.816,38761.617,36908.132,36269.371,37652.589,38450.943,40037.208,42195.513,41898.747,40308.934,37639.192,34966.871,31684.822,29319.247
20131106,26367.505,25538.135,24705.579,24611.386,24669.288,25568.934,29483.004,33916.516,38090.243,38688.595,38348.746,38493.866,36625.843,36093.007,37404.129,38033.373,39337.166,41993.159,41754.702,39560.381,37133.799,34486.806,31297.864,28830.038
20131107,26101.118,24845.67,24436.675,24057.931,24231.847,25489.251,29862.885,34093.448,38095.89,39393.839,38471.457,38679.265,36419.483,35447.816,36278.151,37203.538,38356.105,41479.05,41248.442,39737.119,36807.174,34045.113,31002.069,28327.729
20131108,25990.915,25110.706,24068.583,23788.952,24047.515,25335.301,29125.949,34167.135,37851.479,38639.493,38186.638,38120.247,36479.16,35360.809,35901.095,36549.615,37814.911,40832.149,40909.255,39338.605,36730.257,33698.795,30904.619,28108.969
20131109,26543.944,25128.772,24488.396,23974.774,23801.471,24363.388,26275.486,28612.039,30863.132,32123.869,32101.844,31690.243,30814.12,28800.734,28386.288,28732.159,30048.21,33975.807,35335.162,35239.92,32338.077,30319.709,28242.336,26172.907
20131110,25150.717,23320.253,22273.044,21725.757,21590.837,21962.996,22600.837,23262.662,24939.602,26538.17,27516.848,28139.285,27825.943,26459.468,25815.604,25993.906,27383.973,31116.403,32507.402,33061.634,32071.925,30399.815,28224.851,25881.902
20131111,23813.57,22540.489,22174.709,21917.206,22139.849,23602.925,28227.196,33547.939,37861.801,38975.181,39226.27,39105.028,37050.663,36917.515,37996.511,39023.041,40680.624,42843.935,42955.969,41326.419,39188.33,36061.231,32577.485,29759.28
20131112,27061.128,25764.264,25105.297,24815.028,24990.73,26122.289,29936.245,34830.643,39390.096,40354.035,39726.228,39363.585,37099.7,36845.127,38305.19,39440.269,41134.033,43359.362,43252.184,41533.326,38769.495,35695.076,32048.876,29338.802
20131113,26866.095,25375.292,24435.168,24257.494,24426.283,25496.743,29598.609,34256.713,38433.935,39606.597,39316.582,39208.808,36825.604,36454.472,37803.56,38590.765,39529.243,42480.534,41899.101,40028.597,37708.985,34625.369,31184.286,28386.6
20131114,26992.301,25686.746,24597.954,24535.971,24615.216,25501.82,29734.012,34503.106,38695.53,39618.497,39577.107,39215.007,36691.903,36033.109,37263.213,38155.35,38806.822,41902.303,41753.286,39686.226,37830.218,34618.756,31038.996,28250.125
20131115,26619.973,25436.178,24570.603,24235.214,24404.218,25671.989,29654.196,34535.757,38838.609,39882.336,39976.293,39757.255,37165.389,36515.375,37366.914,37936.897,38805.743,42054.757,41321.979,39636.979,37164.948,34471.679,30744.461,28301.763
20131116,26362.684,24928.174,24050.623,23586.914,23523.169,24061.553,26265.052,29126.827,30952.645,32275.43,32431.423,31857.464,30646.373,28826.375,28565.762,29197.989,30460.08,34491.708,35295.234,35069.5,32923.742,30452.646,28010.609,26065.976
20131117,24170.549,22740.267,21777.71,21432.616,21379.077,21714.663,22509.363,23469.412,24722.832,26396.465,27329.866,27713.88,27451.197,26172.898,25524.53,25714.805,27045.597,30866.369,31825.895,32273.258,31472.447,29349.722,27047.265,25104.763
20131118,22943.347,21800.467,21337.762,21474.734,21742.284,23490.097,28465.832,33740.24,38500.259,40103.051,40041.436,39954.773,37871.871,37488.145,38751.85,39391.745,40754.634,43070.595,42001.691,40057.004,38364.833,35183.496,31376.493,29038.824
20131119,26381.673,25398.96,24802.103,24617.975,24709.758,26159.928,29666,35248.662,39910.707,40966.314,40943.528,40680.493,38493.949,37880.801,39012.139,39591.063,41149.417,43438.727,42352.147,40198.741,38241.356,35148.295,31729.71,29144.076
20131120,26354.981,25503.557,25005.8,25145.348,25211.946,26169.214,30016.209,35544.183,40055.005,41498.63,40822.59,40619.553,38161.726,37268.62,38345.298,38795.281,40317.358,42567.763,41725.012,40195.531,37680.11,34866.549,31403.09,28867.065
20131121,26815.684,25710.275,24990.121,24622.871,24834.26,26135.314,30031.49,35772.464,40094.851,41513.044,40786.528,40588.324,38418.996,37851.184,39128.229,39871.786,41809.241,44051.086,42562.92,41403.257,38774.718,35817.608,32451.148,29110.052
20131122,27517.16,26023.114,25402.321,25081.121,25330.004,26533.217,30225.98,36445.86,41187.024,42370.321,41818.036,41249.281,39060.889,38490.655,39454.838,39976.461,42178.645,43887.29,42826.011,41548.272,38696.544,35565.157,32428.596,29484.553
20131123,26997.706,26005.02,25109.542,24793.861,24980.94,25494.166,27429.061,30122.236,32312.397,33792.549,33645.8,33189.851,32086.319,30654.731,30155.201,30581.736,32094.615,35711.35,35749.961,35397.154,33181.656,30687.065,28554.414,26282.679
20131124,24909.739,23450.434,22340.411,22005.01,21785.399,22338.397,23333.555,24256.202,25681.343,27525.937,28212.004,28569.498,28108.601,26907.787,26824.19,26845.738,27920.931,31352.062,32238.034,32717.878,31509.129,30218.314,28271.777,25617.341
20131125,23753.544,22560.006,21903.25,21834.993,22178.302,23914.282,28836.698,34484.689,38942.512,40244.596,39942.666,39838.113,37562.893,37530.695,38926.836,39879.135,41666.126,43938.417,42700.589,41653.334,39203.026,36278.038,32513.565,29842.19
20131126,27372.134,26204.842,25469.843,25295.054,25443.966,26781.266,30805.708,36516.289,40771.058,41859.526,41774.346,41590.479,39493.967,39377.517,40270.337,41242.981,43109.997,45177.175,44072.616,42650.83,39867.6,36884.469,33176.145,30361.176
20131127,27902.178,26489.594,25574.177,25263.576,25333.707,26834.969,31358.303,37228.555,41510.237,42988.713,42820.931,42175.565,39990.306,39252.536,40672.681,42079.044,43672.566,46375.832,45429.446,43990.405,41230.394,38183.09,34012.701,30849.283
20131128,27468.962,25812.184,25177.747,24813.201,25123.405,26482.979,30805.287,36436.542,40899.954,41942.518,41620.543,40962.718,38403.546,37813.714,39618.499,41143.873,42908.98,45581.752,44708.963,43385.605,41008.723,37943.291,33828.43,30836.784
20131129,27764.262,26227.368,25433.599,25115.944,25341.423,26922.419,31238.623,36918.412,41319.362,42248.32,42027.188,41559.683,38692.916,38047.847,39622.256,40988.336,42196.668,45222.307,44655.639,43208.48,40101.442,37472.068,33377.066,30681.127
20131130,27819.542,25988.404,25361.274,24865.863,24752.352,25404.752,27567.074,30957.208,33259.326,34888.814,34971.583,34130.395,32730.986,31609.307,31684.176,32449.635,33660.083,37665.708,38308.182,37842.112,35382.091,33018.135,30219.777,27692.765
20131201,26485.063,24539.086,23743.164,23650.626,23503.012,24025.658,24559.975,25626.49,27279.089,29310.426,30193.187,30433.266,30054.262,28908.209,28875.779,29225.557,31077.078,33840.751,34799.332,35333.353,34384.608,32755.044,30175.307,27174.479
20131202,25143.541,23145.635,22915.713,23063.098,23346.192,25040.564,30231.429,35974.654,40856.852,42030.932,41925.807,41303.998,39189.648,39186.282,40737.899,41624.161,43761.891,46301.018,45007.36,43366.865,41123.432,38083.306,34349.253,30867.528
20131203,27801.346,26218.897,25510.993,25206.468,25395.752,26856.124,31384.262,37212.666,41806.741,42993.28,42804.235,42131.128,39611.26,39348.033,40907.139,42267.031,44094.953,46558.691,45266.994,43423.552,40831.206,37964.429,34274.352,30814.7
20131204,27790.107,26223.258,25435.568,25220.593,25525.308,27105.135,31694.454,37975.091,42181.69,43366.667,43086.679,42200.574,39702.731,38956.739,40425.07,41452.452,43801.377,45954.485,44777.468,43459.197,41171.629,38368.501,34349.385,30895.77
20131205,27754.155,26201.28,25622.484,25511.221,25800.192,27192.451,31965.13,38147.635,42665.693,43685.391,42763.465,41574.532,39049.566,38545.26,39948.677,41670.002,43614.577,46247.759,44569.695,43345.421,41350.624,38161.543,34125.926,30851.018
20131206,28070.962,26657.207,26078.238,25760.651,26033.136,27472.67,32225.365,38130.914,42528.044,43555.109,43048.313,42551.803,39997.62,39236.265,40618.032,41485.456,43657.964,45968.532,43998.183,42935.838,40422.232,37112.083,33416.122,30457.977
20131207,27570.748,25718.681,24759.329,24329.775,24300.063,24870.626,27306.193,30854.925,33265.652,34925.313,34844.856,33942.22,32467.242,31153.536,31150.038,31745.343,33363.6,37228.38,37357.704,37655.009,35459.205,32918.419,30248.159,27574.09
20131208,25923.291,24031.665,22764.046,22227.689,21972.199,22410.194,23463.593,24753.731,26732.975,28597.525,29530.864,29723.938,28960.121,27517.638,27289.646,27645.999,29314.927,32809.26,33490.728,34219.447,33475.647,31524.258,29500.448,26415.265
20131209,24058.871,22467.044,21717.739,21577.482,21969.794,24091.197,29662.702,35760.723,40180.964,41447.674,41190.833,40569.411,38200.884,38060.379,39912.473,41180.361,43382.824,45735.64,44015.969,42925.005,40870.567,38029.684,34169.113,30381.007
20131210,27779.666,26214.764,25422.591,25133.767,25592.748,27102.205,31955.374,37863.908,42217.004,43539.218,43151.226,42710.127,39709.356,39358.577,40736.609,42017.836,44074.208,46452.324,44813.81,43686.729,41316.179,38157.454,34404.012,30823.828
20131211,28623.134,27003.337,26265.909,25996.429,26425.024,27484.741,32443.127,39091.817,42856.028,44235.498,43667.101,43010.249,40185.736,39779,41406.21,42496.684,44290.655,46629.718,45368.1,44390.943,41755.695,38647.195,34629.059,30982.528
20131212,28060.889,26350.631,25727.771,25507,25775.747,27361.299,32141.324,38834.619,42682.358,43955.184,43774.681,43338.793,40375.808,39741.732,41552.804,42538.458,44028.307,46359.66,44732.842,44075.471,41638.388,38443.409,34420.524,30627.045
20131213,28093.38,26366.258,25282.3,25253.08,25482.296,26787.429,31628.196,38235.475,42325.211,43738.325,43451.662,43278.268,40586.937,39716.289,41407.259,42459.894,43723.545,45803.584,44402.225,43825.731,41264.508,37689.218,33977.866,30557.32
20131214,28157.645,26290.515,25250.28,24816.151,24904.443,25418.961,27742.222,31651.049,34020.23,35787.609,35667.329,34647.057,33058.51,31383.007,31696.202,32064.013,34004.899,37425.94,38132.34,38138.754,36101.047,33336.234,30632.961,27686.194
20131215,25969.884,24140.289,23176.191,22642.629,22521.401,22856.218,24274.747,25559.325,27047.206,28995.973,29844.183,30143.461,29720.481,27950.756,27895.678,28431.92,29859.319,33409.926,34219.876,35027.843,34382.698,32084.039,30074.254,26836.382
20131216,25050.626,23539.533,22857.762,22789.294,23081.37,24924.498,30061.284,36627.352,40717.214,41976.66,42114.329,41646.665,39564.496,38880.204,40575.72,41465.746,43389.439,46288.458,44727.318,43973.856,41102.924,38146.423,34462.902,30670.123
20131217,27367.336,25916.718,25271.47,25004.848,25049.388,26444.52,31268.265,37846.261,41836.048,43160.56,42804.798,42395.78,39689.078,38334.823,40421.191,41656.922,43562.291,46502.732,44700.777,43988.165,41604.001,38199.92,34133.346,30437.808
20131218,27372.206,26176.41,25510.293,25421.446,25690.693,27533.357,32040.062,37986.841,41563.344,43367.752,42781.054,41899.101,39075.325,38099.881,39810.787,40938.276,43173.507,46352.251,45132.548,43605.689,41183.771,38280.111,34154.718,30457.355
20131219,26978.875,25732.82,25271.139,24795.189,25183.538,27234.242,31536.694,37076.675,40727.532,42440.792,41830.255,41445.895,38916.167,38140.213,39575.036,40641.43,42901.322,45733.067,44031.998,43055.699,40540.856,37429.129,33887.257,29892.833
20131220,27549.451,25999.026,25287.367,24852.375,25155.886,26628.038,30767.812,36257.529,39813.746,41525.397,41362.708,40584.86,37759.837,36664.356,38072.741,38826.515,40937.729,43296.947,41725.022,40888.364,38337.623,35408.722,32248.781,29011.558
20131221,26573.946,24953.655,24028.124,23531.072,23533.141,24169.467,26500.771,29602.607,31725.621,33536.633,33204.133,32162.211,30952.53,29596.569,29712.171,30212.357,32536.8,36941.342,36544.762,36813.453,34449.575,32052.791,29135.319,26607.945
20131222,24329.896,22424.076,21387.35,20846.027,20502.587,21109.564,22748.494,24003.269,25501.496,27699.626,28595.1,28663.044,28321.272,26750.587,26556.008,26893.474,28442.413,32292.141,32768.461,33554.552,32309.403,30673.361,28494.565,25672.076
20131223,22654.092,21091.032,20468.823,20281.478,20302.501,21403.795,25546.662,30130.35,32580.293,33972.082,33802.069,33238.674,31946.586,31262.152,32209.094,33068.508,34740.839,38397.159,37729.018,36958.048,34579.192,32232.715,29225.696,25972.2
20131224,22611.71,21252.398,20525.775,20289.104,20196.363,21101.274,24075.7,27461.55,29852.116,31502.769,31333.979,30821.845,29682.721,28591.816,29146.836,30109.18,32024.108,35507.297,35101.511,34357.442,31825.727,29615.492,27103.353,24538.578
20131225,22737.488,21106.402,20073.826,19506.758,19319.935,19644.328,20622.828,21943.083,22988.664,25169.122,26559.366,27531.719,26908.986,24643.795,23698.154,23650.083,25358.08,28754.355,28908.647,29654.593,29207.935,27666.09,25809.37,23893.593
20131226,22316.558,20847.197,19969.548,19434.967,19366.264,19780.772,20953.903,21924.684,23287.669,25333.381,26601.192,27375.581,26922.675,25282.857,24750.013,24778.42,26275.309,29967.742,30302.473,30348.087,29907.531,28197.558,26252.393,23984.127
20131227,22549.042,20827.179,20016.13,19770.573,19914.474,20810.123,23527.738,26996.032,29377.223,31226.667,31483.506,31152.471,30105.652,29302.435,30035.154,30450.258,32316.45,36135.336,36321.841,35586.847,33335.983,30709.074,28063.378,25544.091
20131228,22911.453,21362.411,20241.959,19785.725,19779.394,20549.943,22594.225,25090.872,27205.102,29114.307,29263.892,29014.57,28252.607,27022.587,27157.663,27464.69,29272.803,33846.58,34350.762,34183.383,32498.134,30192.18,27520.638,24906.858
20131229,22226.192,20840.59,19737.796,19216.655,19100.216,19573.376,20937.765,22127.973,23570.246,25843.843,26476.762,27010.895,26589.85,25450.707,25250.294,25504.644,26803.557,30942.164,31885.05,31916.435,30921.178,28985.729,26831.685,24303.547
20131230,20982.244,19708.225,18977.791,18691.947,18886.784,19970.179,23038.671,27188.321,30154.553,31524.28,31368.235,31039.319,30136.48,29306.571,29958.566,30582.952,32690.017,36444.333,36041.96,35245.804,33302.395,30873.93,27712.9,24433.844
20131231,21789.924,20808.325,20064.53,19779.617,19913.299,20944.252,22827.915,25705.815,28296.007,29950.121,29744.207,29591.401,28693.278,27864.983,28479.914,28890.383,30383.168,34907.629,35194.996,33913.108,31381.582,28861.042,26345.88,24268.949
20140101,22259.62,21459.763,20315.622,19231.208,18975.601,19253.007,19893.947,20434.779,20766.654,22037.404,23117.5,24019.677,24108.708,23007.923,22488.629,22652.473,23981.944,27634.386,28855.194,29185.569,28557.554,27298.261,24956.237,22422.63
20140102,21490.141,20017.133,19364.255,19197.617,19330.184,20159.935,23867.755,28183.573,31467.739,33769.608,34309.24,34039.684,32967.307,31823.824,32223.953,32911.557,34339.297,37534.912,37665.255,37136.838,35059.85,32442.705,28980.7,25660.042
20140103,22830.382,21446.491,20545.577,20341.305,20373.347,21252.564,24626.1,28956.002,32183.954,34172.79,34322.859,33936.966,32462.926,31321.347,31660.329,32198.074,33982.031,37582.084,37666.761,37124.903,34745.828,32193.636,28863.807,25696.991
20140104,23194.272,21748.122,20619.21,20208.947,20170.609,20674.761,22835.633,25520.779,27511.749,30085.176,30427.826,29904.285,29080.277,27673.138,27285.348,27736.501,29149.416,33683.664,34534.705,34447.209,32365.282,30261.346,27709.379,25118.114
20140105,23525.989,22230.485,21163.139,20595.87,20389.627,20807.844,21894.782,22703.793,23503.609,25965.188,26813.209,27350.221,27199.175,25847.61,25334.161,25867.845,27033.538,30574.895,31424.293,32131.517,31282.589,29750.643,27134.029,24678.558
20140106,22498.992,20805.899,20105.157,19643.494,19507.727,19947.473,21027.264,22491.948,23521.695,25798.425,26927.457,27193.97,26815.709,25520.806,24956.631,25425.011,26577.772,30416.618,31362.489,31896.749,30920.765,29105.046,26586.258,24301.024
20140107,23027.828,21544.313,20597.712,20348.767,20624.859,22349.181,27448.241,33423.638,37767.91,39997.357,40513.922,40013.762,38056.018,37354.605,38362.219,39389.588,40699.634,43083.456,42344.383,41191.966,39024.901,36202.147,32369.342,29106.948
20140108,26370.959,24732.114,23861.892,23659.552,23903.148,25280.268,29886.508,35538.89,39792.231,41713.049,42022.335,41617.024,39178.358,38500.649,39330.226,40187.362,41379.764,43725.925,42570.849,41407.333,39278.67,36320.496,32362.007,29164.598
20140109,26833.648,24976.965,24098.209,23806.04,23958.153,25262.97,29707.952,35875.084,40200.212,42091.486,42111.401,41440.505,38797.634,38012.986,38813.827,39680.388,41265.921,43868.68,42970.408,42051.736,39789.349,36600.793,32565.207,29492.824
20140110,26630.628,25172.154,24563.741,24475.059,24564.665,25872.009,29679.623,36214.566,40616.358,42344.051,41876.991,41003.721,38411.547,37821.869,38590.99,39523.532,40667.25,43433.416,42803.641,41566.606,39248.405,36373.292,32579.44,29231.896
20140111,26385.921,24927.084,24043.295,23465.789,23366.242,24067.313,26028.277,30021.481,32487.652,34342.513,34343.457,33390.696,31749.728,30024.906,29801.547,30077.133,31415.291,35194.32,36590.339,36634.705,34590.082,31998.196,29249.557,26335.711
20140112,24411.392,22551.911,21641.431,21355.927,21248.991,21584.667,22469.541,24583.76,26164.509,28497.182,29259.295,29772.64,29345.345,27560.379,27185.928,27334.01,27834.086,31312.534,32711.035,33321.509,32389.178,30698.965,28072.518,25486.119
20140113,23614.412,22253.183,21924.366,21800.618,22257.347,23936.091,28626.771,36155.001,40609.396,42383.998,42147.638,41668.492,39354.652,38905.912,40105.296,40560.991,41122.232,43889.375,43596.802,42275.758,39818.568,36915.528,32804.492,29309.456
20140114,26515.405,25082.748,24745.895,24517.584,24755.859,25802.479,30042.85,37689.941,42202.091,43702.427,43396.324,42595.067,39486.321,38900.541,40292.295,41203.393,42277.517,44897.78,44332.126,43065.373,40196.3,37316.268,32981.443,29689.6
20140115,26784.397,25278.668,25245.431,24889.654,25146.754,26562.332,31195.181,37445.188,42021.85,44125.722,43804.584,42936.377,40178.413,39619.494,40494.584,41428.98,42002.636,45094.811,44594.143,42973.277,40416.381,37738.643,33730.045,30221.194
20140116,27323.917,25321.012,25221.263,24972.593,25126.438,26734.812,31464.574,37690.928,42102.469,44034.474,43746.144,42738.106,40185.977,39515.75,40693.144,41291.793,42090.743,45291.281,44312.67,42655.334,40049.286,37719.085,33736.46,30899.216
